2418965404	3.97092
2418964927	3.46756
2418964228	3.41163
2418965216	3.29978
2418963979	2.96421
2418965396	2.68456
2418963817	2.62864
2418965355	2.57271
2418965354	2.51678
2418839629	2.51678
2418965343	2.40492
2418965411	2.34899
2418964574	2.34899
2418964374	2.34899
2418964187	2.34899
2418964058	2.34899
2418965516	2.29306
2418965094	2.29306
2418964263	2.29306
2418965188	2.23714
2418964856	2.23714
2418963914	2.23714
2418839453	2.23714
2418965246	2.18121
2418964023	2.18121
2418965187	2.12528
2418964362	2.12528
2418964290	2.12528
2418964679	2.06935
2418839248	2.06935
2418839229	2.06935
2418965372	2.01342
2418965176	2.01342
2418964987	2.01342
2418964952	2.01342
2418963700	2.01342
2418963680	2.01342
2418839577	2.01342
2418839275	2.01342
2418839269	2.01342
2418839190	2.01342
2418965543	1.95749
2418965541	1.95749
2418965462	1.95749
2418965009	1.95749
2418964648	1.95749
2418964412	1.95749
2418839620	1.95749
2418965496	1.90157
2418965249	1.90157
